,Directory,Filename,Creation,Lot_No
1117,F:\APPS\CofA,ICP-060@CS-3495.pdf,2018-06-29 07:49:41.299428,ICP-060
1118,F:\APPS\CofA,ICP-060@G00481A.pdf,2015-04-21 12:57:12.647145,ICP-060
1119,F:\APPS\CofA,ICP-060@J01206.pdf,2015-04-21 12:58:13.788545,ICP-060
1120,F:\APPS\CofA,ICP-060@J01263.pdf,2015-04-21 12:59:02.359945,ICP-060
1121,F:\APPS\CofA,ICP-060@P00335.pdf,2015-04-21 12:59:39.551345,ICP-060
1122,F:\APPS\CofA,ICP-060@T00106.pdf,2018-06-27 14:34:27.027645,ICP-060
1123,F:\APPS\CofA,ICP-160@CP-6045.pdf,2016-12-15 14:26:56.074391,ICP-160
1124,F:\APPS\CofA,ICP-160@H00566A.pdf,2015-04-29 07:24:17.356605,ICP-160
1125,F:\APPS\CofA,IAA-228@CL-4110.pdf,2014-12-12 10:18:53.495232,IAA-228
1126,F:\APPS\CofA,IAA-228@CM-2803.pdf,2015-05-22 10:28:35.167472,IAA-228
1127,F:\APPS\CofA,IAA-228@K00105.pdf,2015-03-25 15:52:28.078525,IAA-228
1128,F:\APPS\CofA,IAA-228@K00853.pdf,2015-03-25 15:53:12.955214,IAA-228
1129,F:\APPS\CofA,IAA-228@L01414.pdf,2015-03-25 15:53:56.042690,IAA-228
1130,F:\APPS\CofA,IAA-228@M00829.pdf,2015-03-25 15:54:41.345381,IAA-228
1131,F:\APPS\CofA,IAA-028@E00367Z.pdf,2015-03-24 10:12:07.980830,IAA-028
1132,F:\APPS\CofA,IAA-028@J00161.pdf,2015-03-24 16:37:19.998323,IAA-028
1133,F:\APPS\CofA,IAA-028@K00825.pdf,2015-03-24 10:13:49.144019,IAA-028
1134,F:\APPS\CofA,IAA-028@M00825.pdf,2015-03-24 10:14:51.315625,IAA-028
1135,F:\APPS\CofA,IAA-028@N083162.pdf,2018-03-07 11:20:09.358984,IAA-028
1136,F:\APPS\CofA,ICP-028@CL-4110.pdf,2015-03-13 14:21:09.779752,ICP-028
1137,F:\APPS\CofA,ICP-028@CP-4463.pdf,2016-08-31 15:09:34.261647,ICP-028
1138,F:\APPS\CofA,ICP-028@CS-1932.pdf,2018-04-18 12:43:03.294811,ICP-028
1139,F:\APPS\CofA,ICP-028@K00105.pdf,2015-04-09 14:58:00.040944,ICP-028
1140,F:\APPS\CofA,ICP-028@K0083.pdf,2015-04-09 14:58:33.831410,ICP-028
1141,F:\APPS\CofA,ICP-028@L01414.pdf,2015-04-09 15:00:01.011252,ICP-028
1142,F:\APPS\CofA,ICP-028@M00866.pdf,2015-09-23 13:21:15.663274,ICP-028
1143,F:\APPS\CofA,ICP-128@0006465782.pdf,2019-05-10 08:17:04.930553,ICP-128
1144,F:\APPS\CofA,ICP-128@CP-0006.pdf,2016-01-11 14:28:25.520501,ICP-128
1145,F:\APPS\CofA,ICP-128@CR-5445.pdf,2017-11-28 08:05:39.155103,ICP-128
1146,F:\APPS\CofA,ICP-128@G00460A.pdf,2015-04-23 14:38:03.808907,ICP-128
1147,F:\APPS\CofA,ICP-128@K00825.pdf,2015-04-23 14:39:42.469707,ICP-128
1148,F:\APPS\CofA,ICP-128@P01275.pdf,2015-03-18 13:18:43.699920,ICP-128
1149,F:\APPS\CofA,ICP-328@AU-00022.pdf,2015-04-20 15:18:33.631591,ICP-328
1150,F:\APPS\CofA,ICP-328@AU-00983.pdf,2017-05-26 15:43:40.845000,ICP-328
1151,F:\APPS\CofA,ICP-328@AU-01307.pdf,2018-09-07 09:24:09.889990,ICP-328
1152,F:\APPS\CofA,ICP-428@AU-00055.pdf,2015-08-13 15:17:37.499651,ICP-428
1153,F:\APPS\CofA,ICP-428@AU-01133.pdf,2017-04-03 15:42:19.135489,ICP-428
1154,F:\APPS\CofA,IAA-241@G00605A.pdf,2015-03-26 10:29:20.854896,IAA-241
1155,F:\APPS\CofA,IAA-241@L00074.pdf,2015-03-26 10:30:52.926687,IAA-241
1156,F:\APPS\CofA,IAA-241@M00265.pdf,2015-03-26 10:31:32.769303,IAA-241
1157,F:\APPS\CofA,IAA-241@N082815.pdf,2017-09-22 10:46:22.546309,IAA-241
1158,F:\APPS\CofA,IAA-241@N083145.pdf,2018-02-16 09:53:48.918234,IAA-241
1159,F:\APPS\CofA,ICP-041@CL-2938.pdf,2015-04-15 10:24:16.024412,ICP-041
1160,F:\APPS\CofA,ICP-041@CM-1763.pdf,2015-04-10 11:31:50.430422,ICP-041
1161,F:\APPS\CofA,ICP-041@CP-5665.pdf,2016-11-15 12:38:10.148039,ICP-041
1162,F:\APPS\CofA,ICP-041@CR-3707.pdf,2017-08-14 06:52:54.991862,ICP-041
1163,F:\APPS\CofA,ICP-041@CR-4787.pdf,2017-10-24 12:47:39.735355,ICP-041
1164,F:\APPS\CofA,ICP-041@G00605A.pdf,2015-04-15 10:23:58.685257,ICP-041
1165,F:\APPS\CofA,ICP-041@K00341.pdf,2015-04-15 10:25:18.991857,ICP-041
1166,F:\APPS\CofA,ICP-041@L00074.pdf,2015-04-15 10:25:57.275257,ICP-041
1167,F:\APPS\CofA,ICP-041@L00829.pdf,2015-04-15 10:26:39.272457,ICP-041
1168,F:\APPS\CofA,ICP-041@M00265.pdf,2015-04-15 10:27:36.648128,ICP-041
1169,F:\APPS\CofA,ICP-041@R00732.pdf,2016-03-29 10:28:29.994129,ICP-041
1170,F:\APPS\CofA,ICP-141@CR-4024.pdf,2017-09-06 09:57:37.039451,ICP-141
1171,F:\APPS\CofA,ICP-141@CS-2355.pdf,2018-05-09 14:56:49.855462,ICP-141
1172,F:\APPS\CofA,ICP-141@G00447A.pdf,2015-04-28 16:53:31.156346,ICP-141
1173,F:\APPS\CofA,ICP-141@G00606A.pdf,2015-04-28 16:53:58.403346,ICP-141
1174,F:\APPS\CofA,ICP-141@K00340.pdf,2015-04-28 16:54:30.216746,ICP-141
1175,F:\APPS\CofA,ICP-141@L00157.pdf,2015-04-28 16:54:57.022546,ICP-141
1176,F:\APPS\CofA,ICP-141@L00785.pdf,2015-04-28 16:55:23.593346,ICP-141
1177,F:\APPS\CofA,ICP-141@M00247.pdf,2015-04-28 16:55:53.459946,ICP-141
1178,F:\APPS\CofA,ICP-141@R00379.pdf,2015-11-20 13:02:45.467099,ICP-141
1179,F:\APPS\CofA,IAA-246@CL-4578.pdf,2015-03-26 11:40:59.979791,IAA-246
1180,F:\APPS\CofA,IAA-246@K00117.pdf,2015-03-26 11:44:36.818935,IAA-246
1181,F:\APPS\CofA,IAA-246@K00696.pdf,2015-03-26 11:45:16.842535,IAA-246
1182,F:\APPS\CofA,IAA-246@L01404.pdf,2015-03-26 11:45:58.078935,IAA-246
1183,F:\APPS\CofA,IAA-246@M00726.pdf,2015-03-26 11:41:51.504935,IAA-246
1184,F:\APPS\CofA,IAA-246@N082088.pdf,2016-09-29 08:04:11.253751,IAA-246
1185,F:\APPS\CofA,IAA-246@N082761.pdf,2017-08-31 09:29:50.122256,IAA-246
1186,F:\APPS\CofA,IAA-246@N083696.pdf,2019-01-10 06:59:42.345516,IAA-246
1187,F:\APPS\CofA,IAA-246@T00093.pdf,2015-03-26 11:42:52.697819,IAA-246
1188,F:\APPS\CofA,ICP-046@CL-4578.pdf,2015-04-09 09:46:42.973250,ICP-046
1189,F:\APPS\CofA,ICP-046@CM-4428.pdf,2015-08-19 06:37:19.719385,ICP-046
1190,F:\APPS\CofA,ICP-046@CR-2124.pdf,2017-05-09 11:57:44.524124,ICP-046
1191,F:\APPS\CofA,ICP-046@CS-4556.pdf,2018-09-14 11:04:50.211531,ICP-046
1192,F:\APPS\CofA,ICP-046@H00768A.pdf,2015-04-16 10:14:39.542438,ICP-046
1193,F:\APPS\CofA,ICP-046@K00117.pdf,2015-04-16 10:16:18.611638,ICP-046
1194,F:\APPS\CofA,ICP-046@K00696.pdf,2015-04-16 10:16:58.721238,ICP-046
1195,F:\APPS\CofA,ICP-046@L01404.pdf,2015-04-16 10:17:33.651638,ICP-046
1196,F:\APPS\CofA,ICP-046@M00726.pdf,2015-04-16 10:18:47.426038,ICP-046
1197,F:\APPS\CofA,ICP-046@R00447.pdf,2017-02-16 08:58:19.885331,ICP-046
1198,F:\APPS\CofA,ICP-046@T00093.pdf,2016-09-22 13:20:28.611811,ICP-046
1199,F:\APPS\CofA,ICP-146@CR-1019.pdf,2017-03-10 08:31:46.548178,ICP-146
1200,F:\APPS\CofA,ICP-146@CR-2508.pdf,2017-06-01 14:46:00.104541,ICP-146
1201,F:\APPS\CofA,ICP-146@F00232Z.pdf,2015-04-28 17:06:03.471546,ICP-146
1202,F:\APPS\CofA,ICP-146@G0098A.pdf,2015-04-28 17:07:53.586346,ICP-146
1203,F:\APPS\CofA,ICP-146@M01069.pdf,2015-04-28 17:08:24.666546,ICP-146
1204,F:\APPS\CofA,ICP-146@M01221.pdf,2015-04-28 17:08:51.252946,ICP-146
1205,F:\APPS\CofA,ICP-146@T00677.pdf,2015-07-21 11:02:42.908943,ICP-146
1206,F:\APPS\CofA,IAA-215@0006482254.pdf,2019-07-27 07:01:39.375802,IAA-215
1207,F:\APPS\CofA,IAA-215@CL-3380.pdf,2015-03-25 10:38:32.244246,IAA-215
1208,F:\APPS\CofA,IAA-215@CM-2788.pdf,2015-05-20 07:50:13.764268,IAA-215
1209,F:\APPS\CofA,IAA-215@J00471.pdf,2015-03-25 10:39:39.187250,IAA-215
1210,F:\APPS\CofA,IAA-215@K00629.pdf,2015-03-25 10:47:47.131399,IAA-215
1211,F:\APPS\CofA,IAA-215@L00441.pdf,2015-03-25 10:48:32.194380,IAA-215
1212,F:\APPS\CofA,IAA-215@M00232.pdf,2015-03-25 10:49:11.896889,IAA-215
1213,F:\APPS\CofA,IAA-215@M00362.pdf,2015-03-25 10:50:00.023506,IAA-215
1214,F:\APPS\CofA,IAA-215@P00805.pdf,2015-03-25 10:38:46.119157,IAA-215
1215,F:\APPS\CofA,IAA-015@E00364Z.pdf,2015-03-24 08:35:45.260195,IAA-015
1216,F:\APPS\CofA,IAA-015@F00014B.pdf,2015-03-24 08:37:05.255564,IAA-015
1217,F:\APPS\CofA,IAA-015@T00247.pdf,2015-03-24 08:37:51.277617,IAA-015
1218,F:\APPS\CofA,ICP-015@0006471725.pdf,2019-07-27 07:05:16.691293,ICP-015
1219,F:\APPS\CofA,ICP-015@CL-3380.pdf,2015-03-13 12:43:36.584491,ICP-015
1220,F:\APPS\CofA,ICP-015@CL-3380_2.pdf,2016-12-12 12:06:24.782306,ICP-015
1221,F:\APPS\CofA,ICP-015@CR-0353.pdf,2017-02-06 11:27:06.184294,ICP-015
1222,F:\APPS\CofA,ICP-015@J01102.pdf,2015-04-09 10:37:47.428890,ICP-015
1223,F:\APPS\CofA,ICP-015@L00247.pdf,2015-04-09 10:48:01.577141,ICP-015
1224,F:\APPS\CofA,ICP-015@P00805.pdf,2015-04-09 10:48:46.209313,ICP-015
1225,F:\APPS\CofA,ICP-115@CP-4381.pdf,2016-08-30 11:21:38.171789,ICP-115
1226,F:\APPS\CofA,ICP-115@CS-6386.pdf,2019-01-08 12:59:51.172170,ICP-115
1227,F:\APPS\CofA,ICP-115@L01132.pdf,2015-04-22 13:18:57.219040,ICP-115
1228,F:\APPS\CofA,ICP-115@T00247.pdf,2015-03-17 16:50:31.890453,ICP-115
1229,F:\APPS\CofA,ICP-315@0006481111.pdf,2019-08-21 15:40:34.747000,ICP-315
1230,F:\APPS\CofA,ICP-315@AU-00011.pdf,2015-04-17 09:55:46.444000,ICP-315
1231,F:\APPS\CofA,ICP-315@AU-00932.pdf,2015-09-30 13:25:51.615827,ICP-315
1232,F:\APPS\CofA,ICP-315@AU-01004.pdf,2019-06-25 16:34:18.239377,ICP-315
1233,F:\APPS\CofA,ICP-415@AU-00044.pdf,2016-08-25 11:29:34.542000,ICP-415
1234,F:\APPS\CofA,ICP-415@AU-01085.pdf,2016-11-18 15:09:49.711000,ICP-415
1235,F:\APPS\CofA,ICP-415@AU-01309.pdf,2018-09-26 15:32:18.844872,ICP-415
1236,F:\APPS\CofA,IAA-278@J01022.pdf,2015-03-26 15:07:05.902608,IAA-278
1237,F:\APPS\CofA,IAA-278@K00531.pdf,2015-03-26 15:07:48.452916,IAA-278
1238,F:\APPS\CofA,IAA-278@N082375.pdf,2017-03-01 15:26:25.251397,IAA-278
1239,F:\APPS\CofA,IAA-278@P00107.pdf,2015-03-26 15:08:32.748418,IAA-278
1240,F:\APPS\CofA,IAA-278@P00841.pdf,2015-03-26 15:09:16.740700,IAA-278
1241,F:\APPS\CofA,IAA-278@R01077.pdf,2017-01-12 09:23:55.620474,IAA-278
1242,F:\APPS\CofA,ICP-078@CP-2562.pdf,2016-05-27 12:01:54.530144,ICP-078
1243,F:\APPS\CofA,ICP-078@CR-1773.pdf,2017-04-19 09:08:57.938048,ICP-078
1244,F:\APPS\CofA,ICP-078@CS-1375.pdf,2018-03-27 12:50:51.139136,ICP-078
1245,F:\APPS\CofA,ICP-078@J01022.pdf,2015-04-21 16:51:56.417700,ICP-078
1246,F:\APPS\CofA,ICP-078@K00531.pdf,2015-04-21 16:52:25.404500,ICP-078
1247,F:\APPS\CofA,ICP-078@L00076.pdf,2015-04-21 16:53:00.397300,ICP-078
1248,F:\APPS\CofA,ICP-078@L01092.pdf,2015-04-21 16:53:31.802100,ICP-078
1249,F:\APPS\CofA,ICP-078@P00107.pdf,2015-04-21 16:54:04.282300,ICP-078
1250,F:\APPS\CofA,ICP-078@P00841.pdf,2015-04-21 16:54:37.855500,ICP-078
1251,F:\APPS\CofA,ICP-078@R00227.pdf,2017-10-18 14:38:59.641368,ICP-078
1252,F:\APPS\CofA,ICP-078@T00314.pdf,2015-03-19 09:04:46.557846,ICP-078
1253,F:\APPS\CofA,ICP-178@H00113A.pdf,2015-05-06 11:37:08.162545,ICP-178
1254,F:\APPS\CofA,ICP-178@K00521.pdf,2015-05-06 11:37:49.816345,ICP-178
1255,F:\APPS\CofA,ICP-178@L00020.pdf,2015-05-06 11:39:44.553946,ICP-178
1256,F:\APPS\CofA,ICP-178@L00957.pdf,2015-05-06 11:40:46.017345,ICP-178
1257,F:\APPS\CofA,ICP-178@M00225.pdf,2015-05-06 11:42:01.530746,ICP-178
1258,F:\APPS\CofA,ICP-178@P01051.pdf,2015-05-06 11:42:43.495945,ICP-178
1259,F:\APPS\CofA,ICP-178@P01119.pdf,2015-05-06 11:43:31.719346,ICP-178
1260,F:\APPS\CofA,ICP-178@T00305.pdf,2019-03-05 08:10:19.263093,ICP-178
1261,F:\APPS\CofA,ICP-178@T00505.pdf,2019-03-05 08:06:32.615771,ICP-178
1262,F:\APPS\CofA,IAA-219@J00075.pdf,2015-03-25 10:56:03.237297,IAA-219
1263,F:\APPS\CofA,IAA-219@J00483.pdf,2015-03-25 10:57:01.989693,IAA-219
1264,F:\APPS\CofA,IAA-219@K00548.pdf,2015-03-25 10:57:43.017996,IAA-219
1265,F:\APPS\CofA,IAA-219@M00180.pdf,2015-03-25 10:58:30.473500,IAA-219
1266,F:\APPS\CofA,IAA-219@M00180A.pdf,2017-07-03 10:54:50.939069,IAA-219
1267,F:\APPS\CofA,IAA-219@M00372.pdf,2015-03-16 12:08:06.782202,IAA-219
1268,F:\APPS\CofA,IAA-219@M00372A.pdf,2017-07-03 10:53:17.436069,IAA-219
1269,F:\APPS\CofA,IAA-219@N082610.pdf,2017-06-08 15:03:13.682121,IAA-219
1270,F:\APPS\CofA,IAA-219@N083695.pdf,2019-01-09 16:17:16.934618,IAA-219
1271,F:\APPS\CofA,IAA-219@R00017.pdf,2015-03-25 10:54:26.035017,IAA-219
1272,F:\APPS\CofA,IAA-019@E00353Z.pdf,2015-03-24 09:02:01.857420,IAA-019
1273,F:\APPS\CofA,IAA-019@M00559.pdf,2015-03-24 09:03:04.975020,IAA-019
1274,F:\APPS\CofA,IAA-019@N081268.pdf,2015-09-22 14:06:15.506833,IAA-019
1275,F:\APPS\CofA,IAA-019@N082915.pdf,2017-10-03 14:28:46.186522,IAA-019
1276,F:\APPS\CofA,ICP-019@CL-4332.pdf,2015-03-19 09:03:35.146705,ICP-019
1277,F:\APPS\CofA,ICP-019@CP-6343.pdf,2017-01-17 09:21:12.776167,ICP-019
1278,F:\APPS\CofA,ICP-019@CS-1360.pdf,2018-03-26 13:17:00.267200,ICP-019
1279,F:\APPS\CofA,ICP-019@K00315.pdf,2015-04-09 11:27:23.671362,ICP-019
1280,F:\APPS\CofA,ICP-019@L00655.pdf,2015-04-09 11:28:06.868869,ICP-019
1281,F:\APPS\CofA,ICP-019@R00017.pdf,2015-04-06 08:30:32.773241,ICP-019
1282,F:\APPS\CofA,ICP-119@CP-0352.pdf,2016-02-02 06:38:08.859555,ICP-119
1283,F:\APPS\CofA,ICP-119@CR-0917.pdf,2017-03-03 15:11:36.114496,ICP-119
1284,F:\APPS\CofA,ICP-119@CS-0822.pdf,2018-02-21 13:10:27.263932,ICP-119
1285,F:\APPS\CofA,ICP-119@CS-5539.pdf,2018-11-13 11:54:49.305119,ICP-119
1286,F:\APPS\CofA,ICP-119@CS-5770.pdf,2018-11-28 14:16:55.650982,ICP-119
1287,F:\APPS\CofA,ICP-119@J00964.pdf,2015-04-22 13:29:16.293240,ICP-119
1288,F:\APPS\CofA,ICP-119@J01077.pdf,2015-04-22 13:29:47.682440,ICP-119
1289,F:\APPS\CofA,ICP-119@L00056.pdf,2015-04-22 13:30:18.416440,ICP-119
1290,F:\APPS\CofA,ICP-119@M00572.pdf,2015-04-22 13:30:53.299440,ICP-119
1291,F:\APPS\CofA,ICP-119@R01308.pdf,2015-03-17 16:59:44.508709,ICP-119
1292,F:\APPS\CofA,ICP-319@0006474146.pdf,2019-07-02 11:47:42.657000,ICP-319
1293,F:\APPS\CofA,ICP-319@AU-00013.pdf,2015-05-01 17:15:51.758226,ICP-319
1294,F:\APPS\CofA,ICP-319@AU-00971.pdf,2017-06-08 10:52:50.588000,ICP-319
1295,F:\APPS\CofA,ICP-419@AU-00046.pdf,2016-08-23 17:08:57.460000,ICP-419
1296,F:\APPS\CofA,ICP-419@AU-01184.pdf,2017-09-18 16:56:58.270119,ICP-419
1297,F:\APPS\CofA,IAA-259@0006477968.pdf,2019-07-02 10:03:48.138710,IAA-259
1298,F:\APPS\CofA,IAA-259@CL-4523.pdf,2015-03-26 14:17:29.654071,IAA-259
1299,F:\APPS\CofA,IAA-259@D00214Z.pdf,2015-03-26 14:17:08.088022,IAA-259
1300,F:\APPS\CofA,IAA-259@N082976.pdf,2017-11-29 13:36:43.781581,IAA-259
1301,F:\APPS\CofA,ICP-059@0006477764.pdf,2019-07-09 11:08:12.964397,ICP-059
1302,F:\APPS\CofA,ICP-059@CL-4523.pdf,2015-04-21 11:33:00.821531,ICP-059
1303,F:\APPS\CofA,ICP-059@CS-5022.pdf,2018-10-17 08:25:02.813086,ICP-059
1304,F:\APPS\CofA,ICP-059@D00155Z.pdf,2015-04-21 11:31:09.081894,ICP-059
1305,F:\APPS\CofA,ICP-059@D00214Z.pdf,2015-04-21 11:31:57.225728,ICP-059
1306,F:\APPS\CofA,ICP-159@CM-3835.pdf,2015-07-17 06:39:50.567369,ICP-159
1307,F:\APPS\CofA,ICP-159@H00122A.pdf,2015-04-29 07:22:22.873534,ICP-159
1308,F:\APPS\CofA,IAA-275@0006460824.pdf,2019-04-12 16:41:57.632404,IAA-275
1309,F:\APPS\CofA,IAA-275@G00957A.pdf,2015-03-26 15:00:23.944047,IAA-275
1310,F:\APPS\CofA,IAA-275@L00177.pdf,2015-03-26 15:01:24.334816,IAA-275
1311,F:\APPS\CofA,IAA-275@N081796.pdf,2016-04-07 07:31:57.380310,IAA-275
1312,F:\APPS\CofA,IAA-275@N082266.pdf,2017-01-12 11:19:08.339020,IAA-275
1313,F:\APPS\CofA,IAA-275@R00385.pdf,2015-03-26 15:00:42.043730,IAA-275
1314,F:\APPS\CofA,ICP-075@0006512760.pdf,2020-01-28 10:21:02.000030,ICP-075
1315,F:\APPS\CofA,ICP-075@CP-1507.pdf,2016-04-01 12:08:30.994876,ICP-075
1316,F:\APPS\CofA,ICP-075@CP-6041.pdf,2016-12-14 12:50:26.040860,ICP-075
1317,F:\APPS\CofA,ICP-075@CR-4788.pdf,2017-10-25 07:11:04.654651,ICP-075
1318,F:\APPS\CofA,ICP-075@G00957A.pdf,2015-04-21 16:46:20.549300,ICP-075
1319,F:\APPS\CofA,ICP-075@H00642A.pdf,2015-04-21 16:46:59.051100,ICP-075
1320,F:\APPS\CofA,ICP-075@L00177.pdf,2015-04-21 16:47:36.539900,ICP-075
1321,F:\APPS\CofA,ICP-075@P00302.pdf,2015-04-21 16:48:08.475100,ICP-075
1322,F:\APPS\CofA,ICP-075@R00385.pdf,2015-05-27 09:19:13.089305,ICP-075
1323,F:\APPS\CofA,ICP-175@CP-1796.pdf,2016-04-18 08:07:47.905256,ICP-175
1324,F:\APPS\CofA,ICP-175@CS-1933.pdf,2018-04-18 10:07:40.198397,ICP-175
1325,F:\APPS\CofA,ICP-175@H00008A.pdf,2015-05-06 11:32:13.375546,ICP-175
1326,F:\APPS\CofA,ICP-175@H00771A.pdf,2015-05-06 11:32:57.467546,ICP-175
1327,F:\APPS\CofA,ICP-175@P00106.pdf,2015-05-06 11:33:47.762945,ICP-175
1328,F:\APPS\CofA,ICP-175@R00787.pdf,2015-05-05 10:21:56.623894,ICP-175
1329,F:\APPS\CofA,IAA-245@0006524954.pdf,2020-03-03 13:53:45.880450,IAA-245
1330,F:\APPS\CofA,IAA-245@K00184.pdf,2015-03-26 11:34:29.991191,IAA-245
1331,F:\APPS\CofA,IAA-245@K01205.pdf,2015-03-26 11:35:14.482676,IAA-245
1332,F:\APPS\CofA,IAA-245@L01341.pdf,2015-03-26 11:38:19.596730,IAA-245
1333,F:\APPS\CofA,IAA-245@N081533.pdf,2015-12-21 15:03:32.466142,IAA-245
1334,F:\APPS\CofA,IAA-245@N082260.pdf,2017-01-09 09:20:10.455455,IAA-245
1335,F:\APPS\CofA,IAA-245@N083613.pdf,2018-11-12 08:44:07.762569,IAA-245
1336,F:\APPS\CofA,IAA-245@P01169.pdf,2015-03-26 11:39:32.658871,IAA-245
1337,F:\APPS\CofA,IAA-245@T00474.pdf,2015-03-26 11:33:38.310742,IAA-245
1338,F:\APPS\CofA,ICP-045@0006494808.pdf,2019-10-09 09:01:28.057076,ICP-045
1339,F:\APPS\CofA,ICP-045@CM-5156.pdf,2015-09-28 13:00:19.229785,ICP-045
1340,F:\APPS\CofA,ICP-045@CP-4496.pdf,2016-09-06 15:16:11.610238,ICP-045
1341,F:\APPS\CofA,ICP-045@CS-0714.pdf,2018-02-13 13:54:12.172816,ICP-045
1342,F:\APPS\CofA,ICP-045@CS-0821.pdf,2018-02-20 15:32:41.661904,ICP-045
1343,F:\APPS\CofA,ICP-045@G00536A.pdf,2015-04-16 09:45:54.131838,ICP-045
1344,F:\APPS\CofA,ICP-045@J00344.pdf,2015-04-16 09:46:44.885638,ICP-045
1345,F:\APPS\CofA,ICP-045@K00184.pdf,2015-04-16 09:47:21.624638,ICP-045
1346,F:\APPS\CofA,ICP-045@K01205.pdf,2015-04-16 09:47:57.536838,ICP-045
1347,F:\APPS\CofA,ICP-045@L01341.pdf,2015-04-16 09:48:35.352238,ICP-045
1348,F:\APPS\CofA,ICP-045@P00140.pdf,2015-04-16 09:49:24.352838,ICP-045
1349,F:\APPS\CofA,ICP-045@P00328.pdf,2015-04-16 09:50:12.360038,ICP-045
1350,F:\APPS\CofA,ICP-045@P00337.pdf,2015-04-16 10:12:15.454038,ICP-045
1351,F:\APPS\CofA,ICP-045@P01169.pdf,2015-04-16 10:13:29.325438,ICP-045
1352,F:\APPS\CofA,ICP-045@T00474.pdf,2015-05-14 13:03:05.955221,ICP-045
1353,F:\APPS\CofA,IAA-237@J00604.pdf,2015-03-25 16:47:55.888887,IAA-237
1354,F:\APPS\CofA,IAA-237@J01080.pdf,2015-03-25 16:49:27.679875,IAA-237
1355,F:\APPS\CofA,IAA-237@L00211.pdf,2015-03-18 09:30:55.902272,IAA-237
1356,F:\APPS\CofA,IAA-237@L00211A.pdf,2017-01-12 08:59:28.662458,IAA-237
1357,F:\APPS\CofA,IAA-237@N082008.pdf,2016-08-11 08:35:57.355082,IAA-237
1358,F:\APPS\CofA,IAA-237@N082028.pdf,2016-08-19 13:35:14.448646,IAA-237
1359,F:\APPS\CofA,ICP-037@0006494804.pdf,2019-10-07 13:53:00.459663,ICP-037
1360,F:\APPS\CofA,ICP-037@CL-4784.pdf,2015-04-15 09:44:37.711508,ICP-037
1361,F:\APPS\CofA,ICP-037@CM-1549.pdf,2015-03-30 11:45:01.106850,ICP-037
1362,F:\APPS\CofA,ICP-037@CR-1621.pdf,2017-04-14 12:34:54.344366,ICP-037
1363,F:\APPS\CofA,ICP-037@J00604.pdf,2015-04-15 09:45:47.050349,ICP-037
1364,F:\APPS\CofA,ICP-037@J01080.pdf,2015-04-15 09:46:23.025949,ICP-037
1365,F:\APPS\CofA,ICP-037@K01204.pdf,2015-04-15 09:47:07.102149,ICP-037
1366,F:\APPS\CofA,ICP-037@L00211.pdf,2015-04-15 09:47:52.733149,ICP-037
1367,F:\APPS\CofA,ICP-137@CL-5153.pdf,2015-04-28 14:32:15.774956,ICP-137
1368,F:\APPS\CofA,ICP-137@G00342A.pdf,2015-04-28 14:31:57.034606,ICP-137
1369,F:\APPS\CofA,ICP-137@L00017.pdf,2015-04-28 14:33:32.307406,ICP-137
1370,F:\APPS\CofA,ICP-137@M00226.pdf,2015-04-28 14:34:07.103406,ICP-137
1371,F:\APPS\CofA,IAA-244@J00749.pdf,2015-03-26 11:31:36.527180,IAA-244
1372,F:\APPS\CofA,IAA-244@L00938.pdf,2015-03-26 11:32:54.830949,IAA-244
1373,F:\APPS\CofA,IAA-244@N081490.pdf,2015-12-04 10:51:45.858964,IAA-244
1374,F:\APPS\CofA,ICP-044@0006476459.pdf,2019-07-09 10:53:16.431559,ICP-044
1375,F:\APPS\CofA,ICP-044@CM-0568.pdf,2015-03-25 10:15:45.552472,ICP-044
1376,F:\APPS\CofA,ICP-044@CM-6088.pdf,2015-12-01 06:50:42.826514,ICP-044
1377,F:\APPS\CofA,ICP-044@J00749.pdf,2015-04-15 10:33:28.135057,ICP-044
1378,F:\APPS\CofA,ICP-044@K01148.pdf,2015-04-15 10:34:11.863857,ICP-044
1379,F:\APPS\CofA,ICP-044@L00305.pdf,2015-04-15 10:34:47.526457,ICP-044
1380,F:\APPS\CofA,ICP-044@L00938.pdf,2015-04-15 10:35:42.429857,ICP-044
1381,F:\APPS\CofA,ICP-044@P00017.pdf,2015-04-15 10:37:09.713257,ICP-044
1382,F:\APPS\CofA,ICP-044@R00192.pdf,2015-04-15 10:32:42.833668,ICP-044
1383,F:\APPS\CofA,ICP-144@CL-4519.pdf,2015-04-28 17:03:27.540581,ICP-144
1384,F:\APPS\CofA,ICP-144@F00086Z.pdf,2015-04-28 17:03:15.451546,ICP-144
1385,F:\APPS\CofA,ICP-144@L00018.pdf,2015-04-28 17:04:03.031946,ICP-144
1386,F:\APPS\CofA,ICP-144@M00485.pdf,2015-04-28 17:04:27.204746,ICP-144
1387,F:\APPS\CofA,IAA-262@D00213Z.pdf,2015-03-26 14:20:00.270422,IAA-262
1388,F:\APPS\CofA,IAA-262@K01147.pdf,2015-03-26 14:22:12.112422,IAA-262
1389,F:\APPS\CofA,IAA-262@N082977.pdf,2017-11-29 13:02:29.263180,IAA-262
1390,F:\APPS\CofA,IAA-262@T00618.pdf,2015-03-26 14:21:33.277512,IAA-262
1391,F:\APPS\CofA,ICP-062@CP-0648.pdf,2016-02-15 09:32:30.186113,ICP-062
