QCDate,ProductID,ProductNo,ProductName,LineID,Description,Specials,OriginationDate,EntryDate,Status,MatrixNumber,Components,Availability,EquivalentSoln,EquivalentNeat,Packaging,Storage,ExpirationDate,ShipType,UN#,ShipClass,PackGrp,ShipSpecial,Hazard1,Hazard2,Hazard3,Prop65,MSDS,Analysis,CofAHeader,Agilent#,Tedia#,ProdNotes,MatrixNotes,RecipeId,RushPriority,IsVoided,SagePartNumber,ProductLevel,DateInserted,CofATemplate,UniqueRequestID,Test_Timestamp,PfIDNo,PfBatchID,OrdID,QuoteNo,PfSentTo,PrepDate,PrepVolume,PrepUnit,PrepVessel,PrepVBarcode,PrdSaleUnit,PrepMatrixNo,PrepMatrixLot,PrepInits,PrepMemo,PrepNotebookRef,BulkQCStatus,BulkQCDate,BulkPassFail,BulkQCInits,BulkQCMemo,BulkLotNo,AmpRetains,AmpDate,AmpPreLabel,AmpNumberGood,AmpNumberBad,AmpBulkRemain,AmpTimeIn,AmpTimeOut,AmpInits,QCStatus,QCPassFail,QCAuthInits,QCMemo,QCMethod,LotNo,QCExpMonth,QCExpDate,QCSellBy,QCFullValidation,QCValidation,FgInvCount,FgAccpacNote,CofAHeaderNo,QCChromatogram,Correct,DoNotCorrect,DensityUnit,DensityTemp,recipeid
2020-01-17,,CUS-2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6278,NB981651,,Prodflow I,done,1998-10-29 00:00:00,100.0,mL,1.0,,ampule,JHP-031,36222,RAA,RAA S59-59C,RAA-S59-59C,,,,,,,,1998-11-02 00:00:00,False,64.0,0.0,,1899-12-30 01:40:00,1899-12-30 01:50:00,ZMA,,PASS,JER,GRAVIMETRIC,,M-1640,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4334,NB971357,,Prodflow I,done,1997-10-23 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,ALF S25-109E,ALF-S25-109E,,,,,,,,1997-10-23 00:00:00,False,62.0,1.0,,1899-12-30 03:05:00,1899-12-30 03:20:00,ZMA,,PASS,GMD,GRAVIMETRIC,,L-1354,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-3474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9816,NC001181,,Prodflow I,done,2000-09-01 00:00:00,100.0,mL,1.0,,ampule,JHP-001,39133,RAA,RAA S77-91,RAA-S77-91,,,,,,,,2000-09-01 00:00:00,False,72.0,0.0,,1899-12-30 01:25:00,1899-12-30 01:40:00,ZMA,,PASS,JER,GRAVIMETRIC,,R-1190,,2003-11-30 00:00:00,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,MISA-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10053,NC001418,,Prodflow I,done,2000-10-20 00:00:00,250.0,mL,1.0,,ampule,JHP-021,40215,CFC,"CFC-S12-39
SONICATED",CFC-S12-39,,,,,,,,2000-10-20 00:00:00,False,175.0,1.0,,1899-12-30 02:05:00,1899-12-30 02:25:00,ZMA,,PASS,ACM,,,R-1413,,2002-12-31 00:00:00,,True,2.0,,,2.0,,False,True,,,
2020-01-17,,MISA-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,NB970420,,Prodflow I,done,1997-04-18 00:00:00,500.0,mL,1.0,,ampule,JHP-021,36207,JRM,"JRM-S01-105
SONIC BATH
",JRM-S01-105,,,,,,,,1997-04-22 00:00:00,False,325.0,1.0,,1899-12-30 10:50:00,1899-12-30 11:30:00,ZMA,,PASS,LJD,ORIGINAL LOT# L0471 AND THEN L471A,,L-471Z,,,,True,2.0,,,2.0,,False,True,,,
2020-01-17,,CUS-3284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8706,NC000069,,Prodflow I,done,2000-01-14 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S71-29,RAA-S71-29,,,,,,,,2000-01-17 00:00:00,False,71.0,0.0,,1899-12-30 11:55:00,1899-12-30 12:10:00,ZMA,,PASS,JER,GRAVIMETRIC,,R-0066,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8718,NC000081,,Prodflow I,done,2000-01-17 00:00:00,100.0,mL,1.0,,ampule,JHP-079,36208,RAA,RAA S71-39,RAA-S71-39,,,,,,,,2000-01-18 00:00:00,False,73.0,0.0,,1899-12-30 09:10:00,1899-12-30 09:30:00,ZMA,,PASS,JER,GRAVIMETRIC,,R-0081,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6569,NB990012,,Prodflow I,done,1999-01-06 00:00:00,100.0,mL,1.0,,ampule,JHP-079,36208,RAA,RAA S61-21,RAA-S61-21,,,,,,,,1999-01-08 00:00:00,False,15.0,0.0,,1899-12-30 03:10:00,1899-12-30 03:15:00,Z&S,,PASS,JER,GRAVIMETRIC,,P-0046,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5261,NB980633,,Prodflow I,done,1998-04-17 00:00:00,100.0,mL,1.0,,ampule,JHP-079,BN-93KD,RAA,RAA S53-97,RAA-S53-97,,,,,,,,1998-04-17 00:00:00,False,16.0,0.0,,1899-12-30 04:10:00,1899-12-30 04:15:00,ZMA,,PASS,JER,gravimetric,,M-0615,,,,False,1.0,,,1.0,,False,True,,,
2020-01-17,,CUS-1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8721,NC000084,,Prodflow I,done,2000-01-18 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S71-41,RAA-S71-41,,,,,,,,2000-01-18 00:00:00,False,71.0,0.0,,1899-12-30 04:25:00,1899-12-30 04:40:00,ZMA,,PASS,JER,GRAVIMETRIC,,R-0074,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5592,NB980964,,Prodflow I,done,1998-06-25 00:00:00,100.0,mL,1.0,,ampule,JHP-021,38007,RAA,RAA S55-173,RAA-S55-173,,,,,,,,1998-06-26 00:00:00,False,16.0,0.0,,1899-12-30 04:30:00,1899-12-30 04:25:00,ZMA,,PASS,JER,gravimetric,,M-0951,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8729,NC000092,,Prodflow I,done,2000-01-19 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S71-59,RAA-S71-59,,,,,,,,2000-01-19 00:00:00,False,70.0,0.0,,1899-12-30 01:45:00,1899-12-30 01:55:00,ZMA,,PASS,JER,GRAVIMETRIC,,R-0076,,,,False,1.0,,,1.0,,False,True,,,
2020-01-17,,CUS-3297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8781,NC000144,,Prodflow I,done,2000-02-01 00:00:00,100.0,mL,1.0,,ampule,JHP-038,34117,RAA,RAA S71-113,RAA-S71-113,,,,,,,,2000-02-02 00:00:00,False,73.0,0.0,,1899-12-30 11:55:00,1899-12-30 12:10:00,ZMA,,PASS,JER,gravimetric,,R-0172,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,QWM-305A-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8784,NC000147,,Prodflow I,done,2000-02-02 00:00:00,500.0,mL,1.0,,ampule,JHP-001,39133,CFC,"CFC-S09-29
SONICATED",CFC-S09-29,,,,,,,,2000-02-03 00:00:00,False,199.0,0.0,,1899-12-30 03:25:00,1899-12-30 03:35:00,ZMA,,PASS,JER,,,R-0939,,,,True,2.0,,,2.0,,False,True,,,
2020-01-22,,QWM-305B-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8785,NC000148,,Prodflow I,done,2000-02-02 00:00:00,250.0,mL,1.0,,ampule,JHP-001,39133,AHS,AHS-S07-13,AHS-S07-13,,,,,,,,2000-02-04 00:00:00,False,97.0,1.0,,1899-12-30 08:50:00,1899-12-30 09:10:00,ZMA,,PASS,JER,,,R-0940,,,,True,2.0,,,2.0,,False,True,,,
2020-01-21,,QWM-145-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8793,NC000156,,Prodflow I,done,2000-02-03 00:00:00,250.0,mL,1.0,,ampule,JHP-021,39027,AHS,AHS-S07-19,AHS-S07-19,,,,,,,,2000-02-04 00:00:00,False,99.0,0.0,,1899-12-30 11:25:00,1899-12-30 11:45:00,ZMA,,PASS,JER,,,R-0941,,,,True,2.0,,,2.0,,False,True,,,
2020-01-21,,CUS-3298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8794,NC000157,,Prodflow I,done,2000-02-03 00:00:00,200.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S71-119,RAA-S71-119,,,,,,,,2000-02-04 00:00:00,False,139.0,0.0,,1899-12-30 02:00:00,1899-12-30 02:20:00,ZMA,,PASS,JER,gravimetric,,R-0174,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-3135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8807,NC000170,,Prodflow I,done,2000-02-04 00:00:00,200.0,mL,1.0,,ampule,JHP-021,39027,RAA,"RAA S71-141
2ND LOT",RAA-S71-141,,,,,,,,2000-02-07 00:00:00,False,135.0,0.0,,1899-12-30 02:50:00,1899-12-30 03:05:00,ZMA,,PASS,JER,gravimetric,,R-0194,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-3135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8808,NC000171,,Prodflow I,done,2000-02-04 00:00:00,200.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S71-145,RAA-S71-145,,,,,,,,2000-02-07 00:00:00,False,133.0,0.0,,1899-12-30 03:15:00,1899-12-30 03:35:00,ZMA,,PASS,JER,gravimetric,,R-0195,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-3135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7746,NB991192,,Prodflow I,done,1999-07-06 00:00:00,200.0,mL,1.0,,ampule,JHP-021,39126,RAA,RAA S66-141,RAA-S66-141,,,,,,,,1999-07-07 00:00:00,False,140.0,0.0,,1899-12-30 03:40:00,1899-12-30 03:55:00,ZMA,,PASS,JER,GRAVIMETRIC,,P-1101,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-3135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8155,NB991603,,Prodflow I,done,1999-09-23 00:00:00,200.0,mL,1.0,,ampule,JHP-021,39126,RAA,RAA S68-117,RAA-S68-117,,,,,,,,1999-09-28 00:00:00,False,137.0,0.0,,1899-12-30 08:50:00,1899-12-30 10:00:00,ZMA,,PASS,JER,GRAVIMETRIC,,P-1479,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-3179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8892,NC000255,,Prodflow I,done,2000-02-21 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S72-61,RAA-S72-61,,,,,,,,2000-02-22 00:00:00,False,71.0,2.0,,1899-12-30 10:15:00,1899-12-30 10:30:00,ZMA,,PASS,JER,gravimetric,,R-0278,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-3179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7979,NB991425,,Prodflow I,done,1999-08-18 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39126,RAA,RAA S67-133,RAA-S67-133,,,,,,,,1999-08-18 00:00:00,False,72.0,0.0,,1899-12-30 11:10:00,1899-12-30 11:25:00,ZMA,,PASS,WJL,gravimetric - must ship 8/19,,P-1324,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,QWS-216-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8893,NC000256,,Prodflow I,done,2000-02-21 00:00:00,250.0,mL,1.0,,ampule,JHP-001,39133,AHS,AHS-S07-67B,AHS-S07-67B,,,,,,,,2000-02-23 00:00:00,False,98.0,0.0,,1899-12-30 02:55:00,1899-12-30 03:05:00,ZMA,,PASS,JER,,,R-0412,,,,True,2.0,,,2.0,,False,True,,,
2020-01-22,,QWS-225-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8897,NC000260,,Prodflow I,done,2000-02-22 00:00:00,250.0,mL,1.0,,ampule,JHP-021,39027,AHS,"AHS-S07-69B
SONICATED",AHS-S07-69B,,,,,,,,2000-02-23 00:00:00,False,98.0,0.0,,1899-12-30 03:35:00,1899-12-30 03:50:00,ZMA,,PASS,JER,,,R-0410,,,,True,2.0,,,2.0,,False,True,,,
2020-01-23,,QWS-236-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8898,NC000261,,Prodflow I,done,2000-02-22 00:00:00,250.0,mL,1.0,,ampule,JHP-021,39027,AHS,"AHS-S07-71B
SONICATED",AHS-S07-71B,,,,,,,,2000-02-23 00:00:00,False,98.0,0.0,,1899-12-30 04:25:00,1899-12-30 04:40:00,ZMA,,PASS,JER,,,R-0409,,,,True,2.0,,,2.0,,False,True,,,
2020-01-21,,CUS-3316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8901,NC000264,,Prodflow I,done,2000-02-22 00:00:00,100.0,mL,1.0,,ampule,JHP-001,39133,RAA,RAA S72-65,RAA-S72-65,,,,,,,,2000-02-23 00:00:00,False,74.0,0.0,,1899-12-30 11:35:00,1899-12-30 11:50:00,ZMA,,PASS,JER,gravimetric,,R-0276,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-3317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902,NC000265,,Prodflow I,done,2000-02-22 00:00:00,100.0,mL,1.0,,ampule,JHP-001,39133,RAA,RAA S72-67,RAA-S72-67,,,,,,,,2000-02-23 00:00:00,False,74.0,0.0,,1899-12-30 11:55:00,1899-12-30 12:10:00,ZMA,,PASS,JER,gravimetric,,R-0275,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,QWS-315-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8903,NC000266,,Prodflow I,done,2000-02-22 00:00:00,250.0,mL,1.0,,ampule,JHP-001,39133,AHS,"AHS-S07-77B
SONICATED",AHS-S07-77B,,,,,,,,2000-02-23 00:00:00,False,98.0,0.0,,1899-12-30 04:05:00,1899-12-30 04:15:00,ZMA,,PASS,JER,,,R-0413,,,,True,2.0,,,2.0,,False,True,,,
2020-01-22,,QWS-316-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8904,NC000267,,Prodflow I,done,2000-02-22 00:00:00,250.0,mL,1.0,,ampule,JHP-001,39133,AHS,AHS-S07-79B,AHS-S07-79B,,,,,,,,2000-02-23 00:00:00,False,95.0,0.0,,1899-12-30 03:15:00,1899-12-30 03:30:00,ZMA,,PASS,JER,,,R-0414,,,,True,2.0,,,2.0,,False,True,,,
2020-01-23,,CUS-3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905,NC000268,,Prodflow I,done,2000-02-22 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S72-69,RAA-S72-69,,,,,,,,2000-02-24 00:00:00,False,74.0,0.0,,1899-12-30 11:10:00,1899-12-30 11:20:00,ZMA,,PASS,JER,gravimetric,,R-0296,,,,False,1.0,,,1.0,,False,True,,,
2020-01-24,,CUS-3320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911,NC000274,,Prodflow I,done,2000-02-23 00:00:00,100.0,mL,1.0,,ampule,JHP-090,96F03UA,RAA,RAA S72-79,RAA-S72-79,,,,,,,,2000-02-24 00:00:00,False,74.0,0.0,,1899-12-30 11:35:00,1899-12-30 11:50:00,ZMA,,PASS,JER,datapak required,,R-0402,,,,True,2.0,,,2.0,,False,True,,,
2020-01-27,,CUS-3328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9057,NC000421,,Prodflow I,done,2000-03-22 00:00:00,100.0,mL,1.0,,ampule,JHP-079,38217,RAA,RAA S73-51,RAA-S73-51,,,,,,,,2000-03-23 00:00:00,False,73.0,0.0,,1899-12-30 10:45:00,1899-12-30 11:05:00,ZMA,,PASS,JER,gravimetric,,R-0418,,,,False,1.0,,,1.0,,False,True,,,
2020-01-23,,CUS-2970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9065,NC000429,,Prodflow I,done,2000-03-23 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S73-67,RAA-S73-67,,,,,,,,2000-03-24 00:00:00,False,73.0,0.0,,1899-12-30 11:25:00,1899-12-30 11:40:00,ZMA,,PASS,JER,gravimetric,,R-0428,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6553,NB981927,,Prodflow I,done,1999-01-04 00:00:00,100.0,mL,1.0,,ampule,JHP-021,38273,RAA,RAA S60-185,RAA-S60-185,,,,,,,,1999-01-05 00:00:00,False,15.0,0.0,,1899-12-30 08:50:00,1899-12-30 08:55:00,Z&S,,PASS,JER,gravimetric,,P-0015,,,,False,1.0,,,1.0,,False,True,,,
2020-01-24,,CUS-3342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9066,NC000430,,Prodflow I,done,2000-03-23 00:00:00,100.0,mL,1.0,,ampule,JHP-014,38201,RAA,RAA S73-71,RAA-S73-71,,,,,,,,2000-03-24 00:00:00,False,74.0,0.0,,1899-12-30 11:00:00,1899-12-30 11:20:00,ZMA,,PASS,JER,datapak required,,R-0451,,,,True,2.0,,,2.0,,False,True,,,
2020-01-27,,CUS-3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9077,NC000441,,Prodflow I,done,2000-03-27 00:00:00,2000.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S73-93,RAA-S73-93,,,,,,,,2000-03-29 00:00:00,False,316.0,4.0,,1899-12-30 01:55:00,1899-12-30 03:30:00,ZMA,,PASS,JER,datapak required,,R-0459,,,,True,2.0,,,2.0,,False,True,,,
2020-01-27,,CUS-3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9078,NC000442,,Prodflow I,done,2000-03-27 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39027,RAA,"RAA S73-95
",RAA-S73-95,,,,,,,,2000-03-28 00:00:00,False,72.0,0.0,,1899-12-30 09:20:00,1899-12-30 09:35:00,ZMA,,PASS,JER,gravimetric,,R-0416,,,,False,1.0,,,1.0,,False,True,,,
2020-01-28,,QWP-205-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9083,NC000447,,Prodflow I,done,2000-03-28 00:00:00,200.0,mL,1.0,,ampule,JHP-001,39133,AHS,AHS-S08-23/25,AHS-S08-23/25,,,,,,,,2000-03-29 00:00:00,False,80.0,0.0,,1899-12-30 08:45:00,1899-12-30 09:00:00,ZMA,,PASS,SSB,,,R-0568,,,,True,2.0,,,2.0,,False,True,,,
2020-01-29,,CUS-2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9139,NC000503,,Prodflow I,done,2000-04-06 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S73-171,RAA-S73-171,,,,,,,,2000-04-07 00:00:00,False,72.0,0.0,,1899-12-30 09:10:00,1899-12-30 09:20:00,ZMA,,PASS,JER,gravimetric,,R-0505,,,,False,1.0,,,1.0,,False,True,,,
2020-01-30,,CUS-3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9956,NC001321,,Prodflow I,done,2000-09-29 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39263,RAA,RAA S78-51B,RAA-S78-51B,,,,,,,,2000-10-03 00:00:00,False,73.0,0.0,,1899-12-30 03:30:00,1899-12-30 03:45:00,ZMA,,PASS,JER,gravimetric,,R-1306,,2003-11-30 00:00:00,,False,1.0,,,1.0,,False,True,,,
2020-01-29,,CUS-2481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9957,NC001322,,Prodflow I,done,2000-09-29 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39263,RAA,RAA S78-55,RAA-S78-55,,,,,,,,2000-10-03 00:00:00,False,73.0,0.0,,1899-12-30 03:10:00,1899-12-30 03:20:00,ZMA,,PASS,ACM,datapack required,,R-1329,,2003-12-31 00:00:00,,True,2.0,,,2.0,,False,True,,,
2020-01-22,,CUS-2481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6752,NB990196,,Prodflow I,done,1999-02-09 00:00:00,200.0,mL,1.0,,ampule,JHP-021,38273,RAA,RAA S62-79,RAA-S62-79,,,,,,,,1999-02-10 00:00:00,False,72.0,1.0,,1899-12-30 11:00:00,1899-12-30 11:15:00,Z&S,,PASS,JER,gravimetric,,P-0229,,,,True,2.0,,,2.0,,False,True,,,
2020-01-23,,QWP-105-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9962,NC001327,,Prodflow I,done,2000-10-02 00:00:00,250.0,mL,1.0,,ampule,JHP-021,39263,AHS,AHS-S11-59,AHS-S11-59,,,,,,,,2000-10-03 00:00:00,False,96.0,0.0,,1899-12-30 11:05:00,1899-12-30 11:20:00,ZMA,,PASS,KFM,,,R-1339,,,,True,2.0,,,2.0,,False,True,,,
2020-01-22,,QWS-255-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9963,NC001328,,Prodflow I,done,2000-10-02 00:00:00,200.0,mL,1.0,,ampule,JHP-003,37226,CFC,CFC-S11-181,CFC-S11-181,,,,,,,,2000-10-03 00:00:00,False,81.0,0.0,,1899-12-30 11:30:00,1899-12-30 01:40:00,ZMA,,FAIL,EFM,TECH FAIL - WRONG DILUTION FACTOR,,R-1284,,,,True,2.0,,,2.0,,False,True,,,
2020-01-23,,QWS-255-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9831,NC001196,,Prodflow I,done,2000-09-06 00:00:00,200.0,mL,1.0,,ampule,JHP-003,37226,CFC,CFC-S11-129,CFC-S11-129,,,,,,,,2000-09-07 00:00:00,False,80.0,0.0,,1899-12-30 02:10:00,1899-12-30 02:20:00,ZMA,,FAIL,JER,failed to low to test,,,,,,True,2.0,,,2.0,,False,True,,,
2020-01-22,,CUS-3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9964,NC001329,,Prodflow I,done,2000-10-02 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39263,RAA,RAA S78-77,RAA-S78-77,,,,,,,,2000-10-03 00:00:00,False,74.0,0.0,,1899-12-30 03:55:00,1899-12-30 04:10:00,ZMA,,PASS,JER,gravimetric,,R-1302,,2003-11-30 00:00:00,,False,1.0,,,1.0,,False,True,,,
2020-01-30,,MISA-230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9965,NC001330,,Prodflow I,done,2000-10-03 00:00:00,250.0,mL,1.0,,ampule,JHP-025,39263/39104,AHS,"AHS-S11-61
SONICATED",AHS-S11-61,,,,,,,,2000-10-04 00:00:00,False,168.0,0.0,,1899-12-30 10:50:00,1899-12-30 11:05:00,ZMA,,PASS,JMB,,,R-1416,,2001-12-31 00:00:00,,True,2.0,,,2.0,,False,True,,,
2020-02-07,,MISA-230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5877,NB981249,,Prodflow I,done,1998-08-19 00:00:00,250.0,mL,1.0,,ampule,JHP-025,38007/35333,CFC,"CFC-S02-25
SONICATED
",CFC-S02-25,,,,,,,,1998-08-25 00:00:00,False,178.0,0.0,,1899-12-30 11:10:00,1899-12-30 11:45:00,ZMA,,PASS,MOG,ORIGINAL LOT# M1235,,M-235B,,,,True,2.0,,,2.0,,False,True,,,
2020-01-30,,CUS-3237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436,NB991884,,Prodflow I,done,1999-11-11 00:00:00,100.0,mL,1.0,,ampule,JHP-001,39113,RAA,RAA S69-149,RAA-S69-149,,,,,,,,1999-11-15 00:00:00,False,71.0,0.0,,1899-12-30 10:25:00,1899-12-30 10:45:00,ZMA,,PASS,JER,gravimetric,,P-1737,,,,False,1.0,,,1.0,,False,True,,,
2020-01-29,,CUS-3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8442,NB991890,,Prodflow I,done,1999-11-12 00:00:00,200.0,mL,1.0,,ampule,JHP-021,39126,RAA,RAA S69-107B,RAA-S69-107B,,,,,,,,1999-11-12 00:00:00,False,73.0,0.0,,1899-12-30 08:50:00,1899-12-30 09:05:00,ZMA,,PASS,JER,gravimetric,,P-1736,,,,False,1.0,,,1.0,,False,True,,,
2020-01-30,,CUS-3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8443,NB991891,,Prodflow I,done,1999-11-12 00:00:00,100.0,mL,1.0,,ampule,JHP-001,39133,RAA,RAA S69-151,RAA-S69-151,,,,,,,,1999-11-15 00:00:00,False,72.0,0.0,,1899-12-30 11:05:00,1899-12-30 11:25:00,ZMA,,PASS,JER,gravimetric,,P-1734,,,,False,1.0,,,1.0,,False,True,,,
2020-01-30,,CUS-3236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8445,NB991893,,Prodflow I,done,1999-11-12 00:00:00,200.0,mL,1.0,,ampule,JHP-020,34003,RAA,RAA S69-153,RAA-S69-153,,,,,,,,1999-11-15 00:00:00,False,142.0,1.0,,1899-12-30 11:35:00,1899-12-30 12:10:00,ZMA,,PASS,JER,gravimetric,,P-1733,,,,False,1.0,,,1.0,,False,True,,,
2020-01-31,,UL0392027300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8449,NB991897,,Prodflow I,done,1999-11-15 00:00:00,200.0,mL,1.0,,ampule,JHP-014,38201,CFC,"CFC-S08-97
SONICATED",CFC-S08-97,,,,,,,,,False,,,,,,,,FAIL,JER,failed ,,,,,,True,2.0,,,2.0,,False,True,,,
2020-01-29,,CUS-3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9187,NC000551,,Prodflow I,done,2000-04-19 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S74-27,RAA-S74-27,,,,,,,,2000-04-19 00:00:00,False,74.0,0.0,,1899-12-30 02:10:00,1899-12-30 02:25:00,ZMA,,PASS,JER,GRAVIMETRIC,,R-0565,,,,False,1.0,,,1.0,,False,True,,,
